specialty,date,year,wait_type,total_waiting
Anaesthetics,2025-07-31,2025,Inpatient/Day Case,279.0
Breast Surgery,2025-07-31,2025,Inpatient/Day Case,194.0
Cardio-Thoracic Surgery,2025-07-31,2025,Inpatient/Day Case,695.0
Cardiology,2025-07-31,2025,Inpatient/Day Case,4209.0
Clinical Immunology,2025-07-31,2025,Inpatient/Day Case,801.0
Dermatology,2025-07-31,2025,Inpatient/Day Case,1088.0
Gastro-Enterology,2025-07-31,2025,Inpatient/Day Case,415.0
Gastro-Intestinal Surgery,2025-07-31,2025,Inpatient/Day Case,882.0
General Medicine,2025-07-31,2025,Inpatient/Day Case,119.0
General Surgery,2025-07-31,2025,Inpatient/Day Case,14496.0
Gynaecology,2025-07-31,2025,Inpatient/Day Case,5857.0
Haematology,2025-07-31,2025,Inpatient/Day Case,50.0
Hepato-Biliary Surgery,2025-07-31,2025,Inpatient/Day Case,29.0
Maxillo-Facial,2025-07-31,2025,Inpatient/Day Case,1844.0
Nephrology,2025-07-31,2025,Inpatient/Day Case,30.0
Neurology,2025-07-31,2025,Inpatient/Day Case,283.0
Neurosurgery,2025-07-31,2025,Inpatient/Day Case,1213.0
Oncology,2025-07-31,2025,Inpatient/Day Case,39.0
Ophthalmology,2025-07-31,2025,Inpatient/Day Case,11908.0
Orthopaedics,2025-07-31,2025,Inpatient/Day Case,12679.0
Otolaryngology (ENT),2025-07-31,2025,Inpatient/Day Case,6288.0
Pain Relief,2025-07-31,2025,Inpatient/Day Case,7144.0
Plastic Surgery,2025-07-31,2025,Inpatient/Day Case,6226.0
Radiology,2025-07-31,2025,Inpatient/Day Case,297.0
Respiratory Medicine,2025-07-31,2025,Inpatient/Day Case,1050.0
Rheumatology,2025-07-31,2025,Inpatient/Day Case,76.0
Small Volume Specialties,2025-07-31,2025,Inpatient/Day Case,571.0
Urology,2025-07-31,2025,Inpatient/Day Case,9775.0
Vascular Surgery,2025-07-31,2025,Inpatient/Day Case,2401.0
Cardio-Thoracic Surgery,2025-07-31,2025,Inpatient/Day Case,45.0
Clinical Immunology,2025-07-31,2025,Inpatient/Day Case,309.0
Dental Surgery,2025-07-31,2025,Inpatient/Day Case,249.0
General Surgery,2025-07-31,2025,Inpatient/Day Case,131.0
Immunology,2025-07-31,2025,Inpatient/Day Case,64.0
Maxillo-Facial,2025-07-31,2025,Inpatient/Day Case,228.0
Ophthalmology,2025-07-31,2025,Inpatient/Day Case,1082.0
Orthopaedics,2025-07-31,2025,Inpatient/Day Case,89.0
Otolaryngology (ENT),2025-07-31,2025,Inpatient/Day Case,1263.0
Paed Cardiology,2025-07-31,2025,Inpatient/Day Case,176.0
Paed Endocrinology,2025-07-31,2025,Inpatient/Day Case,23.0
